,Unnamed: 0,PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3
672,672,673,0,70.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
673,673,674,1,31.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
674,674,675,0,35.05181756856166,0,0,0.0,1,0,0,0,1,0,1,0,1,0
675,675,676,0,18.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1
676,676,677,0,24.5,0,0,8.05,1,0,0,0,1,0,1,0,0,1
677,677,678,1,18.0,0,0,9.8417,1,0,0,0,1,1,0,0,0,1
678,678,679,0,43.0,1,6,46.9,1,0,0,0,1,1,0,0,0,1
679,679,680,1,36.0,0,1,512.3292,0,1,1,0,0,0,1,1,0,0
680,680,681,0,23.476432389643715,0,0,8.1375,1,0,0,1,0,1,0,0,0,1
681,681,682,1,27.0,0,0,76.7292,0,1,1,0,0,0,1,1,0,0
682,682,683,0,20.0,0,0,9.225,1,0,0,0,1,0,1,0,0,1
683,683,684,0,14.0,5,2,46.9,1,0,0,0,1,0,1,0,0,1
684,684,685,0,60.0,1,1,39.0,1,0,0,0,1,0,1,0,1,0
685,685,686,0,25.0,1,2,41.5792,1,0,1,0,0,0,1,0,1,0
686,686,687,0,14.0,4,1,39.6875,1,0,0,0,1,0,1,0,0,1
687,687,688,0,19.0,0,0,10.1708,1,0,0,0,1,0,1,0,0,1
688,688,689,0,18.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1
689,689,690,1,15.0,0,1,211.3375,0,1,0,0,1,1,0,1,0,0
690,690,691,1,31.0,1,0,57.0,0,1,0,0,1,0,1,1,0,0
691,691,692,1,4.0,0,1,13.4167,1,0,1,0,0,1,0,0,0,1
692,692,693,1,29.56889808802305,0,0,56.4958,1,0,0,0,1,0,1,0,0,1
693,693,694,0,25.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1
694,694,695,0,60.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0
695,695,696,0,52.0,0,0,13.5,1,0,0,0,1,0,1,0,1,0
696,696,697,0,44.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
697,697,698,1,19.89558112671213,0,0,7.7333,1,0,0,1,0,1,0,0,0,1
698,698,699,0,49.0,1,1,110.8833,0,1,1,0,0,0,1,1,0,0
699,699,700,0,42.0,0,0,7.65,0,1,0,0,1,0,1,0,0,1
700,700,701,1,18.0,1,0,227.525,0,1,1,0,0,1,0,1,0,0
701,701,702,1,35.0,0,0,26.2875,0,1,0,0,1,0,1,1,0,0
702,702,703,0,18.0,0,1,14.4542,1,0,1,0,0,1,0,0,0,1
703,703,704,0,25.0,0,0,7.7417,1,0,0,1,0,0,1,0,0,1
704,704,705,0,26.0,1,0,7.8542,1,0,0,0,1,0,1,0,0,1
705,705,706,0,39.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0
706,706,707,1,45.0,0,0,13.5,1,0,0,0,1,1,0,0,1,0
707,707,708,1,42.0,0,0,26.2875,0,1,0,0,1,0,1,1,0,0
708,708,709,1,22.0,0,0,151.55,1,0,0,0,1,1,0,1,0,0
709,709,710,1,17.099915952380954,1,1,15.2458,1,0,1,0,0,0,1,0,0,1
710,710,711,1,24.0,0,0,49.5042,0,1,1,0,0,1,0,1,0,0
711,711,712,0,49.8994093015281,0,0,26.55,0,1,0,0,1,0,1,1,0,0
712,712,713,1,48.0,1,0,52.0,0,1,0,0,1,0,1,1,0,0
713,713,714,0,29.0,0,0,9.4833,1,0,0,0,1,0,1,0,0,1
714,714,715,0,52.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
715,715,716,0,19.0,0,0,7.65,0,1,0,0,1,0,1,0,0,1
716,716,717,1,38.0,0,0,227.525,0,1,1,0,0,1,0,1,0,0
717,717,718,1,27.0,0,0,10.5,0,1,0,0,1,1,0,0,1,0
718,718,719,0,27.308873908730178,0,0,15.5,1,0,0,1,0,0,1,0,0,1
719,719,720,0,33.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1
720,720,721,1,6.0,0,1,33.0,1,0,0,0,1,1,0,0,1,0
721,721,722,0,17.0,1,0,7.0542,1,0,0,0,1,0,1,0,0,1
722,722,723,0,34.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
723,723,724,0,50.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
724,724,725,1,27.0,1,0,53.1,0,1,0,0,1,0,1,1,0,0
725,725,726,0,20.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1
726,726,727,1,30.0,3,0,21.0,1,0,0,0,1,1,0,0,1,0
727,727,728,1,19.89558112671213,0,0,7.7375,1,0,0,1,0,1,0,0,0,1
728,728,729,0,25.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0
729,729,730,0,25.0,1,0,7.925,1,0,0,0,1,1,0,0,0,1
730,730,731,1,29.0,0,0,211.3375,0,1,0,0,1,1,0,1,0,0
731,731,732,0,11.0,0,0,18.7875,1,0,1,0,0,0,1,0,0,1
732,732,733,0,35.05181756856166,0,0,0.0,1,0,0,0,1,0,1,0,1,0
733,733,734,0,23.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
734,734,735,0,23.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
735,735,736,0,28.5,0,0,16.1,1,0,0,0,1,0,1,0,0,1
736,736,737,0,48.0,1,3,34.375,1,0,0,0,1,1,0,0,0,1
737,737,738,1,35.0,0,0,512.3292,0,1,1,0,0,0,1,1,0,0
738,738,739,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
739,739,740,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
740,740,741,1,38.42663175019419,0,0,30.0,0,1,0,0,1,0,1,1,0,0
741,741,742,0,36.0,1,0,78.85,0,1,0,0,1,0,1,1,0,0
742,742,743,1,21.0,2,2,262.375,0,1,1,0,0,1,0,1,0,0
743,743,744,0,24.0,1,0,16.1,1,0,0,0,1,0,1,0,0,1
744,744,745,1,31.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
745,745,746,0,70.0,1,1,71.0,0,1,0,0,1,0,1,1,0,0
746,746,747,0,16.0,1,1,20.25,1,0,0,0,1,0,1,0,0,1
747,747,748,1,30.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
748,748,749,0,19.0,1,0,53.1,0,1,0,0,1,0,1,1,0,0
749,749,750,0,31.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1
750,750,751,1,4.0,1,1,23.0,1,0,0,0,1,1,0,0,1,0
751,751,752,1,6.0,0,1,12.475,0,1,0,0,1,0,1,0,0,1
752,752,753,0,33.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1
753,753,754,0,23.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
754,754,755,1,48.0,1,2,65.0,1,0,0,0,1,1,0,0,1,0
755,755,756,1,0.67,1,1,14.5,1,0,0,0,1,0,1,0,1,0
756,756,757,0,28.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1
757,757,758,0,18.0,0,0,11.5,1,0,0,0,1,0,1,0,1,0
758,758,759,0,34.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
759,759,760,1,33.0,0,0,86.5,0,1,0,0,1,1,0,1,0,0
760,760,761,0,24.330216964285718,0,0,14.5,1,0,0,0,1,0,1,0,0,1
761,761,762,0,41.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1
762,762,763,1,20.0,0,0,7.2292,1,0,1,0,0,0,1,0,0,1
763,763,764,1,36.0,1,2,120.0,0,1,0,0,1,1,0,1,0,0
764,764,765,0,16.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1
765,765,766,1,51.0,1,0,77.9583,0,1,0,0,1,1,0,1,0,0
766,766,767,0,39.174902380952396,0,0,39.6,1,0,1,0,0,0,1,1,0,0
767,767,768,0,30.5,0,0,7.75,1,0,0,1,0,1,0,0,0,1
768,768,769,0,33.55117590897664,1,0,24.15,1,0,0,1,0,0,1,0,0,1
769,769,770,0,32.0,0,0,8.3625,1,0,0,0,1,0,1,0,0,1
770,770,771,0,24.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1
771,771,772,0,48.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1
772,772,773,0,57.0,0,0,10.5,0,1,0,0,1,1,0,0,1,0
773,773,774,0,29.518205142080145,0,0,7.225,1,0,1,0,0,0,1,0,0,1
774,774,775,1,54.0,1,3,23.0,1,0,0,0,1,1,0,0,1,0
775,775,776,0,18.0,0,0,7.75,1,0,0,0,1,0,1,0,0,1
776,776,777,0,35.29582429902352,0,0,7.75,0,1,0,1,0,0,1,0,0,1
777,777,778,1,5.0,0,0,12.475,1,0,0,0,1,1,0,0,0,1
778,778,779,0,19.89558112671213,0,0,7.7375,1,0,0,1,0,0,1,0,0,1
779,779,780,1,43.0,0,1,211.3375,0,1,0,0,1,1,0,1,0,0
780,780,781,1,13.0,0,0,7.2292,1,0,1,0,0,1,0,0,0,1
781,781,782,1,17.0,1,0,57.0,0,1,0,0,1,1,0,1,0,0
782,782,783,0,29.0,0,0,30.0,0,1,0,0,1,0,1,1,0,0
783,783,784,0,16.193950198412704,1,2,23.45,1,0,0,0,1,0,1,0,0,1
784,784,785,0,25.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1
785,785,786,0,25.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1
786,786,787,1,18.0,0,0,7.4958,1,0,0,0,1,1,0,0,0,1
787,787,788,0,8.0,4,1,29.125,1,0,0,1,0,0,1,0,0,1
788,788,789,1,1.0,1,2,20.575,1,0,0,0,1,0,1,0,0,1
789,789,790,0,46.0,0,0,79.2,0,1,1,0,0,0,1,1,0,0
790,790,791,0,35.29582429902352,0,0,7.75,1,0,0,1,0,0,1,0,0,1
791,791,792,0,16.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0
792,792,793,0,10.869866956654468,8,2,69.55,1,0,0,0,1,1,0,0,0,1
793,793,794,0,50.38328427128425,0,0,30.6958,1,0,1,0,0,0,1,1,0,0
794,794,795,0,25.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
795,795,796,0,39.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
796,796,797,1,49.0,0,0,25.9292,0,1,0,0,1,1,0,1,0,0
797,797,798,1,31.0,0,0,8.6833,1,0,0,0,1,1,0,0,0,1
798,798,799,0,30.0,0,0,7.2292,1,0,1,0,0,0,1,0,0,1
799,799,800,0,30.0,1,1,24.15,1,0,0,0,1,1,0,0,0,1
800,800,801,0,34.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
801,801,802,1,31.0,1,1,26.25,1,0,0,0,1,1,0,0,1,0
802,802,803,1,11.0,1,2,120.0,0,1,0,0,1,0,1,1,0,0
803,803,804,1,0.42,0,1,8.5167,1,0,1,0,0,0,1,0,0,1
804,804,805,1,27.0,0,0,6.975,1,0,0,0,1,0,1,0,0,1
805,805,806,0,31.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1
806,806,807,0,39.0,0,0,0.0,0,1,0,0,1,0,1,1,0,0
807,807,808,0,18.0,0,0,7.775,1,0,0,0,1,1,0,0,0,1
808,808,809,0,39.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
809,809,810,1,33.0,1,0,53.1,0,1,0,0,1,1,0,1,0,0
810,810,811,0,26.0,0,0,7.8875,1,0,0,0,1,0,1,0,0,1
811,811,812,0,39.0,0,0,24.15,1,0,0,0,1,0,1,0,0,1
812,812,813,0,35.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
813,813,814,0,6.0,4,2,31.275,1,0,0,0,1,1,0,0,0,1
814,814,815,0,30.5,0,0,8.05,1,0,0,0,1,0,1,0,0,1
815,815,816,0,38.83477483766232,0,0,0.0,0,1,0,0,1,0,1,1,0,0
816,816,817,0,23.0,0,0,7.925,1,0,0,0,1,1,0,0,0,1
817,817,818,0,31.0,1,1,37.0042,1,0,1,0,0,0,1,0,1,0
818,818,819,0,43.0,0,0,6.45,1,0,0,0,1,0,1,0,0,1
819,819,820,0,10.0,3,2,27.9,1,0,0,0,1,0,1,0,0,1
820,820,821,1,52.0,1,1,93.5,0,1,0,0,1,1,0,1,0,0
821,821,822,1,27.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1
822,822,823,0,38.0,0,0,0.0,1,0,0,0,1,0,1,1,0,0
823,823,824,1,27.0,0,1,12.475,0,1,0,0,1,1,0,0,0,1
824,824,825,0,2.0,4,1,39.6875,1,0,0,0,1,0,1,0,0,1
825,825,826,0,35.09787898074147,0,0,6.95,1,0,0,1,0,0,1,0,0,1
826,826,827,0,29.56889808802305,0,0,56.4958,1,0,0,0,1,0,1,0,0,1
827,827,828,1,1.0,0,2,37.0042,1,0,1,0,0,0,1,0,1,0
828,828,829,1,35.29582429902352,0,0,7.75,1,0,0,1,0,0,1,0,0,1
829,829,830,1,62.0,0,0,80.0,0,1,0,0,0,1,0,1,0,0
830,830,831,1,15.0,1,0,14.4542,1,0,1,0,0,1,0,0,0,1
831,831,832,1,0.83,1,1,18.75,1,0,0,0,1,0,1,0,1,0
832,832,833,0,22.876306861888104,0,0,7.2292,1,0,1,0,0,0,1,0,0,1
833,833,834,0,23.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1
834,834,835,0,18.0,0,0,8.3,1,0,0,0,1,0,1,0,0,1
835,835,836,1,39.0,1,1,83.1583,0,1,1,0,0,1,0,1,0,0
836,836,837,0,21.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1
837,837,838,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,1,0,0,1
838,838,839,1,32.0,0,0,56.4958,1,0,0,0,1,0,1,0,0,1
839,839,840,1,50.910950126262655,0,0,29.7,0,1,1,0,0,0,1,1,0,0
840,840,841,0,20.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
841,841,842,0,16.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
842,842,843,1,30.0,0,0,31.0,1,0,1,0,0,1,0,1,0,0
843,843,844,0,34.5,0,0,6.4375,1,0,1,0,0,0,1,0,0,1
844,844,845,0,17.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1
845,845,846,0,42.0,0,0,7.55,1,0,0,0,1,0,1,0,0,1
846,846,847,0,10.869866956654468,8,2,69.55,1,0,0,0,1,0,1,0,0,1
847,847,848,0,35.0,0,0,7.8958,1,0,1,0,0,0,1,0,0,1
848,848,849,0,28.0,0,1,33.0,1,0,0,0,1,0,1,0,1,0
849,849,850,1,43.96476448412697,1,0,89.1042,0,1,1,0,0,1,0,1,0,0
850,850,851,0,4.0,4,2,31.275,1,0,0,0,1,0,1,0,0,1
851,851,852,0,74.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1
852,852,853,0,9.0,1,1,15.2458,1,0,1,0,0,1,0,0,0,1
853,853,854,1,16.0,0,1,39.4,0,1,0,0,1,1,0,1,0,0
854,854,855,0,44.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0
855,855,856,1,18.0,0,1,9.35,1,0,0,0,1,1,0,0,0,1
856,856,857,1,45.0,1,1,164.8667,1,0,0,0,1,1,0,1,0,0
857,857,858,1,51.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0
858,858,859,1,24.0,0,3,19.2583,1,0,1,0,0,1,0,0,0,1
859,859,860,0,22.876306861888104,0,0,7.2292,1,0,1,0,0,0,1,0,0,1
860,860,861,0,41.0,2,0,14.1083,1,0,0,0,1,0,1,0,0,1
861,861,862,0,21.0,1,0,11.5,1,0,0,0,1,0,1,0,1,0
862,862,863,1,48.0,0,0,25.9292,0,1,0,0,1,1,0,1,0,0
863,863,864,0,10.869866956654468,8,2,69.55,1,0,0,0,1,1,0,0,0,1
864,864,865,0,24.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
865,865,866,1,42.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
866,866,867,1,27.0,1,0,13.8583,1,0,1,0,0,1,0,0,1,0
867,867,868,0,31.0,0,0,50.4958,0,1,0,0,1,0,1,1,0,0
868,868,869,0,25.977889156023693,0,0,9.5,1,0,0,0,1,0,1,0,0,1
869,869,870,1,4.0,1,1,11.1333,1,0,0,0,1,0,1,0,0,1
870,870,871,0,26.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
871,871,872,1,47.0,1,1,52.5542,0,1,0,0,1,1,0,1,0,0
872,872,873,0,33.0,0,0,5.0,0,1,0,0,1,0,1,1,0,0
873,873,874,0,47.0,0,0,9.0,1,0,0,0,1,0,1,0,0,1
874,874,875,1,28.0,1,0,24.0,1,0,1,0,0,1,0,0,1,0
875,875,876,1,15.0,0,0,7.225,1,0,1,0,0,1,0,0,0,1
876,876,877,0,20.0,0,0,9.8458,1,0,0,0,1,0,1,0,0,1
877,877,878,0,19.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
878,878,879,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
879,879,880,1,56.0,0,1,83.1583,0,1,1,0,0,1,0,1,0,0
880,880,881,1,25.0,0,1,26.0,1,0,0,0,1,1,0,0,1,0
881,881,882,0,33.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
882,882,883,0,22.0,0,0,10.5167,1,0,0,0,1,1,0,0,0,1
883,883,884,0,28.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
884,884,885,0,25.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1
885,885,886,0,39.0,0,5,29.125,1,0,0,1,0,1,0,0,0,1
886,886,887,0,27.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
887,887,888,1,19.0,0,0,30.0,0,1,0,0,1,1,0,1,0,0
888,888,889,0,16.193950198412704,1,2,23.45,1,0,0,0,1,1,0,0,0,1
889,889,890,1,26.0,0,0,30.0,0,1,1,0,0,0,1,1,0,0
890,890,891,0,32.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1
